t,,M_x,M_y,M_z,M_norm,M_theta,M_phi,,ML_x,ML_y,ML_z,ML_norm,ML_theta,ML_phi,,MR_x,MR_y,MR_z,MR_norm,MR_theta,MR_phi,,Mm_x,Mm_y,Mm_z,Mm_norm,Mm_theta,Mm_phi,,U,UL,UR,Um,UmL,UmR,ULR,,,x,y,z,s_x,s_y,s_z,,,width = 11,height = 10,depth = 10,molPosL = 11,molPosR = 10,simCount = 110000000,freq = 11000,kT = 0.45,"B = <0, 0, 0>",JL = 1,JR = 0,Jm = 0,JmL = 0,JmR = 0,JLR = 0,AL = 0,AR = 0,Am = 0,bL = 0,bR = 0,bm = 0,bmL = 0,bmR = 0,bLR = 0
0,,0,1100,0,1100,1.5708,0,,0,1100,0,1100,1.5708,0,,0,0,0,0,0,0,,0,0,0,0,0,0,,-2980,-2980,-0,-0,-0,-0,-0,,,0,0,0,-0.565178,-0.824941,-0.00678402
11000,,19.469,1036.18,-6.86213,1036.39,1.55201,-0.00662124,,19.469,1036.18,-6.86213,1036.39,1.55201,-0.00662124,,0,0,0,0,0,0,,0,0,0,0,0,0,,-2689.32,-2689.32,-0,-0,-0,-0,-0,,,1,0,0,-0.343365,-0.842312,-0.415465
22000,,15.1233,992.35,-0.406251,992.465,1.55556,-0.000409336,,15.1233,992.35,-0.406251,992.465,1.55556,-0.000409336,,0,0,0,0,0,0,,0,0,0,0,0,0,,-2520.14,-2520.14,-0,-0,-0,-0,-0,,,2,0,0,-0.885226,-0.249512,-0.392579
33000,,20.0604,955.305,12.7576,955.6,1.5498,0.0133508,,20.0604,955.305,12.7576,955.6,1.5498,0.0133508,,0,0,0,0,0,0,,0,0,0,0,0,0,,-2408.02,-2408.02,-0,-0,-0,-0,-0,,,3,0,0,-0.874955,-0.225607,-0.428433
44000,,38.7984,935.873,1.69946,936.679,1.52936,0.00181435,,38.7984,935.873,1.69946,936.679,1.52936,0.00181435,,0,0,0,0,0,0,,0,0,0,0,0,0,,-2346.96,-2346.96,-0,-0,-0,-0,-0,,,4,0,0,-0.791975,-0.575939,-0.202657
55000,,53.9661,916.781,-18.0533,918.545,1.512,-0.0196555,,53.9661,916.781,-18.0533,918.545,1.512,-0.0196555,,0,0,0,0,0,0,,0,0,0,0,0,0,,-2318.29,-2318.29,-0,-0,-0,-0,-0,,,5,0,0,-0.895052,-0.420521,0.14847
66000,,20.5502,904.361,12.1108,904.676,1.54808,0.0133873,,20.5502,904.361,12.1108,904.676,1.54808,0.0133873,,0,0,0,0,0,0,,0,0,0,0,0,0,,-2321.89,-2321.89,-0,-0,-0,-0,-0,,,6,0,0,-0.206903,-0.732517,-0.648544
77000,,-9.40705,890.161,-31.5578,890.77,1.58136,-0.0354349,,-9.40705,890.161,-31.5578,890.77,1.58136,-0.0354349,,0,0,0,0,0,0,,0,0,0,0,0,0,,-2289.43,-2289.43,-0,-0,-0,-0,-0,,,7,0,0,-0.558417,-0.747385,-0.35998
88000,,8.43574,881.127,-51.5721,882.675,1.56122,-0.0584604,,8.43574,881.127,-51.5721,882.675,1.56122,-0.0584604,,0,0,0,0,0,0,,0,0,0,0,0,0,,-2275.74,-2275.74,-0,-0,-0,-0,-0,,,8,0,0,-0.456488,-0.81758,-0.350973
99000,,-19.7717,877.358,-48.9314,878.944,1.59333,-0.0556994,,-19.7717,877.358,-48.9314,878.944,1.59333,-0.0556994,,0,0,0,0,0,0,,0,0,0,0,0,0,,-2258.16,-2258.16,-0,-0,-0,-0,-0,,,9,0,0,-0.622918,-0.776383,0.0959276
