B_x,B_y,B_z,,M_x,M_y,M_z,M_norm,M_theta,M_phi,,ML_x,ML_y,ML_z,ML_norm,ML_theta,ML_phi,,MR_x,MR_y,MR_z,MR_norm,MR_theta,MR_phi,,Mm_x,Mm_y,Mm_z,Mm_norm,Mm_theta,Mm_phi,,U,UL,UR,Um,UmL,UmR,ULR,,width = 11,height = 10,depth = 10,molPosL = 5,molPosR = 5,t_eq = 25000000,freq = 25000,kT = 0.25,B_y_rate = 5e-009,sL = 1,sR = 1,sm = 1,FL = 0,FR = 0,Fm = 0,JL = 1,JR = 1,Jm = 0,JmL = 1,JmR = 1,JLR = 0,"AL = <0.5, 0.5, 0.5>","AR = <0.5, 0.5, 0.5>","Am = <0, 0, 0>",bL = 0,bR = 0,bm = 0,bmL = 0,bmR = 0,bLR = 0,,msd_version = 3.3
0,0,0,,-198.34,840.063,68.7527,865.893,1.80265,0.0794846,,-52.6308,428.536,-28.5513,432.699,1.693,-0.0660321,,-136.87,399.524,94.4834,432.759,1.90085,0.220101,,-8.83948,12.0025,2.8206,15.1707,2.20558,0.187012,,-2804.65,-1366.09,-1371.86,0,-32.5224,-34.1719,0
0,0.000125,0,,-225.42,847.918,63.2695,879.648,1.83064,0.071988,,-63.0402,429.257,-18.6173,434.261,1.71661,-0.0428845,,-149.982,403.439,80.5399,437.886,1.92672,0.184982,,-12.3978,15.2212,1.34694,19.6775,2.25432,0.0685044,,-2815.62,-1372.76,-1371.32,-0.00190265,-36.1116,-35.4246,0
0,0.00025,0,,-228.774,850.739,73.432,884.018,1.83349,0.083162,,-70.6129,432.39,-22.7131,438.706,1.73268,-0.0517961,,-147.423,403.127,96.5242,439.957,1.92139,0.221194,,-10.7376,15.2218,-0.379087,18.6318,2.18514,-0.0203476,,-2809.54,-1365.74,-1374.14,-0.00380546,-34.4606,-35.2018,0
0,0.000375,0,,-223.651,862.516,49.2777,892.402,1.82451,0.0552473,,-81.1773,434.82,-30.6865,443.396,1.75536,-0.0692632,,-138.546,412.155,77.6093,441.69,1.89508,0.176627,,-3.92824,15.5404,2.35491,16.2012,1.81839,0.145871,,-2818.47,-1368.55,-1382.85,-0.00582764,-32.9763,-34.1014,0
0,0.0005,0,,-229.393,865.532,44.9576,896.542,1.82987,0.0501666,,-85.3306,429.691,-33.3524,439.35,1.76683,-0.0759861,,-129.87,422.358,73.9307,448.016,1.86911,0.165776,,-14.1925,13.4824,4.37925,20.0594,2.38185,0.220087,,-2827.91,-1374.12,-1383.18,-0.00674118,-35.1764,-35.4207,0
0,0.000625,0,,-230.854,873.433,41.9634,904.4,1.82919,0.0464158,,-83.9765,432.223,-30.7262,441.376,1.7627,-0.069671,,-134.383,423.834,66.4967,449.573,1.87783,0.148455,,-12.4944,17.3757,6.19291,22.2795,2.19421,0.281674,,-2831.8,-1377.98,-1381.01,-0.0108598,-36.8838,-35.9152,0
0,0.00075,0,,-237.169,866.472,39.1613,899.198,1.83797,0.0435652,,-80.7788,429.709,-17.3737,437.581,1.75661,-0.0397145,,-144.123,420.891,52.3068,447.947,1.9007,0.117037,,-12.2678,15.8722,4.22824,20.5013,2.2288,0.207733,,-2817.95,-1368.03,-1379.22,-0.0119041,-34.9466,-35.7365,0
0,0.000875,0,,-242.3,869.456,27.1188,902.994,1.84258,0.0300366,,-82.6156,428.591,-22.4323,437.057,1.76122,-0.0513483,,-148.319,423.723,51.4875,451.875,1.90751,0.11419,,-11.3648,17.1417,-1.93647,20.6579,2.15625,-0.093878,,-2827.28,-1372.04,-1385.26,-0.014999,-35.4543,-34.5091,0
0,0.001,0,,-258.206,868.627,28.9314,906.654,1.85974,0.0319155,,-90.0741,436.482,-25.9607,446.435,1.7743,-0.058184,,-155.632,416.454,57.9322,448.343,1.92843,0.129576,,-12.5002,15.6915,-3.04011,20.2909,2.24348,-0.150393,,-2829.04,-1377.81,-1379.88,-0.0156915,-37.6936,-33.6423,0
0,0.001125,0,,-259.441,858.723,36.7487,897.811,1.8642,0.0409429,,-76.97,436.201,-11.8226,443.097,1.74545,-0.0266848,,-167.666,409.681,46.4471,445.093,1.95926,0.104544,,-14.8053,12.8413,2.1242,19.7132,2.42712,0.107965,,-2819.13,-1377.33,-1373.56,-0.0144464,-32.9229,-35.3102,0
