t,,M_x,M_y,M_z,M_norm,M_theta,M_phi,,ML_x,ML_y,ML_z,ML_norm,ML_theta,ML_phi,,MR_x,MR_y,MR_z,MR_norm,MR_theta,MR_phi,,Mm_x,Mm_y,Mm_z,Mm_norm,Mm_theta,Mm_phi,,U,UL,UR,Um,UmL,UmR,ULR,,,x,y,z,m_x,m_y,m_z,s_x,s_y,s_z,f_x,f_y,f_z,,,width = 11,height = 10,depth = 10,molPosL = 5,molPosR = 5,simCount = 25000000,freq = 100000,kT = 0.4,"B = <0, 0, 0>",sL = 1,sR = 1,sm = 1,FL = 0,FR = 0,Fm = 0,JL = 1,JR = 1,Jm = 0,JmL = 1,JmR = -1,JLR = 0,"AL = <0.5, 0.5, 0.5>","AR = <0.5, 0.5, 0.5>","Am = <0, 0, 0>",bL = 0,bR = 0,bm = 0,bmL = 0,bmR = 0,bLR = 0,,msd_version = 3.3
0,,6.29468e-014,1028,0,1028,1.5708,0,,3.06162e-014,500,0,500,1.5708,0,,3.06162e-014,500,0,500,1.5708,0,,1.71451e-015,28,0,28,1.5708,0,,-3100,-1550,-1550,-0,-44,44,-0,,,0,0,0,0.0134112,-0.556486,0.830749,0.0134112,-0.556486,0.830749,0,0,0
100000,,-40.1602,789.727,-11.0794,790.825,1.62161,-0.0140103,,-42.2865,401.7,11.657,404.088,1.67568,0.0288516,,-0.246246,403.14,-27.1602,404.054,1.57141,-0.0672699,,2.37254,-15.1127,4.42384,15.9246,-1.41508,0.281502,,-2564.26,-1276.18,-1256.46,0,-17.0781,-14.5519,0,,,1,0,0,-0.517194,0.318644,0.79434,-0.517194,0.318644,0.79434,-0,0,0
200000,,-35.9747,755.028,-88.4314,761.04,1.61841,-0.116461,,-5.47716,393.172,17.7964,393.613,1.58473,0.0452285,,-33.2215,379.493,-107.984,395.954,1.65812,-0.276218,,2.72397,-17.6374,1.75601,17.9327,-1.41756,0.0980797,,-2542.41,-1262.75,-1252.12,0,-9.90321,-17.6418,0,,,2,0,0,-0.501864,-0.440008,0.744664,-0.501864,-0.440008,0.744664,-0,0,-0
300000,,-23.95,746.933,-141.001,760.502,1.60285,-0.186485,,-29.9379,401.45,-6.98678,402.625,1.64523,-0.0173539,,4.55247,363.215,-139.101,388.967,1.55826,-0.365713,,1.43541,-17.7327,5.08586,18.5033,-1.49003,0.278446,,-2567.46,-1276.39,-1253.45,0,-14.8498,-22.7673,0,,,3,0,0,-0.820544,0.160196,0.548676,-0.820544,0.160196,0.548676,0,0,-0
400000,,50.3341,720.495,-130.439,733.935,1.50105,-0.178675,,-9.43443,384.315,-37.578,386.263,1.59534,-0.0974404,,74.5481,347.076,-106.094,370.506,1.35922,-0.290413,,-14.7795,-10.8952,13.2322,22.6325,-2.50634,0.624455,,-2556.94,-1246.35,-1261.09,0,-23.9109,-25.596,0,,,4,0,0,-0.407703,0.862979,-0.298405,-0.407703,0.862979,-0.298405,-0,0,0
500000,,59.9933,698.475,-73.7017,704.91,1.48511,-0.104746,,-33.5261,393.557,54.9773,398.79,1.65578,0.138301,,106.519,319.552,-132.912,362.113,1.24904,-0.375832,,-12.9993,-14.6345,4.23317,20.0267,-2.29709,0.212982,,-2552.62,-1260.7,-1254.49,0,-12.6394,-24.7929,0,,,5,0,0,-0.816346,0.352047,0.457866,-0.816346,0.352047,0.457866,-0,0,0
600000,,83.6227,618.771,-34.9998,625.377,1.43647,-0.0559952,,-63.1142,366.21,150.962,401.102,1.74146,0.385872,,157.328,262.987,-201.358,366.687,1.03168,-0.58132,,-10.5911,-10.4257,15.3963,21.3989,-2.36406,0.803068,,-2573.16,-1279.95,-1249.41,0,-23.4,-20.3968,0,,,6,0,0,0.776378,-0.280134,-0.56459,0.776378,-0.280134,-0.56459,-0,0,0
700000,,138.425,561.94,-33.7989,579.724,1.32927,-0.0583348,,-57.3611,333.466,167.128,377.387,1.74114,0.45878,,205.898,242.964,-223.474,389.058,0.867788,-0.611868,,-10.1123,-14.4899,22.5473,28.646,-2.1801,0.906093,,-2570.81,-1264.11,-1256.09,0,-25.3935,-25.2097,0,,,7,0,0,0.885232,-0.444202,-0.138019,0.885232,-0.444202,-0.138019,-0,0,0
800000,,181.721,458.211,73.536,498.385,1.19323,0.148089,,-71.2529,278.214,235.809,371.6,1.82152,0.687464,,271.185,194.89,-182.179,380.411,0.62314,-0.499402,,-18.211,-14.893,19.9056,30.8168,-2.45609,0.702245,,-2560.42,-1246.19,-1255.76,0,-28.0582,-30.4166,0,,,8,0,0,0.293483,0.163642,-0.941854,0.293483,0.163642,-0.941854,-0,-0,-0
900000,,182.897,482.214,-26.9305,516.436,1.20827,-0.0521706,,-54.5925,286.916,215.34,362.867,1.75882,0.635326,,246.176,210.457,-257.098,413.514,0.707335,-0.670961,,-8.68655,-15.1598,14.8275,22.9157,-2.09112,0.7037,,-2569.02,-1251.07,-1268.04,0,-27.8956,-22.0118,0,,,9,0,0,-0.743951,-0.300068,-0.597073,-0.743951,-0.300068,-0.597073,-0,0,0
